customer_id,tenure,monthly_charges,total_charges,num_products,contract_type,payment_method,internet_service,online_security,tech_support,paperless_billing,senior_citizen,gender,partner,dependents,phone_service,multiple_lines,streaming_tv,streaming_movies,device_protection,online_backup,churn
CUST00972,31,77.65,1443.62,1,Month-to-month,Bank transfer,No,Yes,No,Yes,0,Female,No,No,Yes,Yes,No,No,No,No internet service,0
CUST00973,29,54.21,4114.29,2,Month-to-month,Electronic check,No,No,No,No,0,Male,No,No,Yes,No,Yes,No internet service,Yes,No,1
CUST00974,28,101.0,6515.85,1,Month-to-month,Bank transfer,Fiber optic,No,No internet service,No,0,Male,Yes,Yes,Yes,Yes,Yes,No,No,No,1
CUST00975,48,43.83,6219.35,4,Month-to-month,Electronic check,DSL,Yes,No,No,0,Male,No,No,Yes,No phone service,No internet service,Yes,No,No internet service,0
CUST00976,44,42.44,6312.88,4,Month-to-month,Mailed check,DSL,Yes,No internet service,Yes,1,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0
CUST00977,29,70.45,5670.03,4,Two year,Credit card,No,Yes,No internet service,No,0,Male,No,Yes,Yes,No,No internet service,No internet service,No,No internet service,0
CUST00978,15,46.08,2048.66,1,Month-to-month,Credit card,Fiber optic,No internet service,Yes,Yes,0,Female,No,No,Yes,No,Yes,Yes,No internet service,Yes,0
CUST00979,39,20.91,6899.43,4,One year,Bank transfer,DSL,No internet service,Yes,Yes,0,Female,No,No,Yes,Yes,Yes,No,Yes,No,0
CUST00980,18,84.83,7149.68,3,Month-to-month,Mailed check,Fiber optic,No,No internet service,Yes,0,Female,Yes,No,Yes,Yes,No internet service,No,Yes,No internet service,0
CUST00981,17,71.11,1569.34,2,Month-to-month,Bank transfer,Fiber optic,Yes,No,Yes,1,Male,Yes,Yes,No,Yes,No internet service,Yes,Yes,No,0
CUST00982,0,64.55,1061.04,4,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,Yes,0,Female,No,No,Yes,No,Yes,Yes,No internet service,Yes,1
CUST00983,46,116.7,7805.33,4,Month-to-month,Electronic check,Fiber optic,No internet service,No,Yes,0,Male,Yes,No,Yes,No,No,No internet service,No,No,0
CUST00984,65,77.12,6949.23,2,One year,Electronic check,Fiber optic,Yes,No,Yes,0,Male,Yes,No,No,No,No internet service,No internet service,Yes,No,0
CUST00985,37,106.34,7148.02,2,One year,Electronic check,No,No internet service,No,No,0,Female,Yes,Yes,Yes,Yes,Yes,No,No internet service,No,0
CUST00986,50,33.95,7093.28,2,Month-to-month,Mailed check,DSL,No,No internet service,Yes,0,Female,No,No,Yes,Yes,Yes,No,No internet service,No,0
CUST00987,62,76.92,4342.66,1,One year,Mailed check,DSL,No internet service,No internet service,Yes,0,Female,No,No,No,No,No,No,No,No,0
CUST00988,3,106.8,5178.29,1,Two year,Bank transfer,Fiber optic,No,No internet service,No,0,Male,No,No,Yes,Yes,Yes,Yes,Yes,No internet service,0
CUST00989,0,78.31,4372.0,4,One year,Electronic check,No,No,Yes,No,0,Male,Yes,No,Yes,Yes,No,No,No,Yes,0
CUST00990,7,91.8,428.63,2,Month-to-month,Mailed check,Fiber optic,No,No,Yes,1,Female,Yes,No,Yes,No,No,No internet service,Yes,Yes,0
CUST00991,28,57.2,5969.11,4,One year,Bank transfer,Fiber optic,No internet service,Yes,No,0,Female,Yes,No,Yes,No,No internet service,Yes,Yes,No,0
CUST00992,54,29.24,4052.55,4,Month-to-month,Mailed check,Fiber optic,No internet service,Yes,No,0,Male,Yes,No,Yes,Yes,No internet service,No internet service,Yes,Yes,1
CUST00993,2,65.79,5188.72,4,Two year,Bank transfer,Fiber optic,No,No internet service,Yes,0,Female,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No,0
CUST00994,31,59.45,4031.07,1,Month-to-month,Credit card,No,No,No,No,0,Male,Yes,Yes,Yes,No,No,Yes,Yes,No,0
CUST00995,9,106.71,3944.65,2,Month-to-month,Electronic check,No,No internet service,No internet service,Yes,0,Male,No,No,Yes,No,No,No internet service,No,No,1
CUST00996,33,44.4,1390.88,4,Month-to-month,Credit card,Fiber optic,No internet service,Yes,No,0,Male,No,No,Yes,Yes,Yes,No,Yes,Yes,0
CUST00997,54,116.67,2244.14,1,Month-to-month,Bank transfer,Fiber optic,No,No internet service,Yes,0,Male,No,No,Yes,Yes,No internet service,No,Yes,No,1
CUST00998,31,115.81,1287.64,3,Two year,Bank transfer,DSL,Yes,Yes,No,0,Male,No,No,Yes,No,Yes,Yes,No,No,0
CUST00999,49,44.76,1581.42,3,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,0,Female,Yes,No,Yes,No phone service,Yes,No,Yes,No internet service,0
CUST01000,6,54.81,7784.36,4,Month-to-month,Electronic check,Fiber optic,No internet service,No,Yes,0,Female,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No,0
CUST01001,7,109.56,1241.85,4,Two year,Bank transfer,Fiber optic,Yes,No,Yes,0,Female,Yes,No,Yes,No,Yes,Yes,Yes,No,0
CUST01002,64,116.66,2168.78,2,Month-to-month,Mailed check,DSL,Yes,No,Yes,0,Male,Yes,Yes,Yes,No,No,No,Yes,No,0
CUST01003,56,64.34,4732.91,2,Month-to-month,Electronic check,No,Yes,No internet service,No,0,Female,No,Yes,Yes,Yes,Yes,No,No,Yes,0
CUST01004,66,52.1,4889.23,4,One year,Bank transfer,Fiber optic,No,No,Yes,0,Female,No,Yes,No,No,No,Yes,No internet service,Yes,0
CUST01005,58,72.61,1248.71,1,Month-to-month,Electronic check,Fiber optic,No,Yes,No,1,Female,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,1
CUST01006,71,88.78,6353.87,4,Month-to-month,Electronic check,DSL,Yes,Yes,No,0,Male,No,No,Yes,Yes,No,No internet service,No,No internet service,0
CUST01007,53,47.35,6285.92,2,Month-to-month,Credit card,Fiber optic,Yes,No,Yes,0,Female,No,Yes,Yes,Yes,Yes,No,No internet service,Yes,1
CUST01008,66,93.65,1913.8,2,One year,Credit card,No,No,No,Yes,0,Female,Yes,No,Yes,No,Yes,Yes,No internet service,No internet service,0
CUST01009,50,25.17,2323.56,1,Two year,Mailed check,Fiber optic,No internet service,No,No,0,Male,Yes,No,No,No,No,No internet service,Yes,No,0
CUST01010,7,24.93,7505.14,4,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,0,Female,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,0
CUST01011,33,58.63,6608.86,2,Month-to-month,Bank transfer,DSL,Yes,No,Yes,0,Female,No,No,Yes,No,No,Yes,No,No,1
CUST01012,34,55.35,5588.42,4,Month-to-month,Bank transfer,Fiber optic,No,Yes,Yes,0,Male,Yes,Yes,Yes,Yes,No internet service,No,No,Yes,1
CUST01013,31,51.56,676.22,2,Two year,Electronic check,No,No internet service,No,Yes,0,Female,No,Yes,Yes,No,Yes,Yes,Yes,No,0
CUST01014,45,69.1,3357.75,3,Month-to-month,Electronic check,Fiber optic,No,No,Yes,0,Male,Yes,Yes,Yes,No phone service,No,Yes,No,No,1
CUST01015,15,52.07,4483.23,3,Two year,Mailed check,No,No,Yes,No,0,Female,Yes,No,Yes,Yes,No,Yes,No,No,0
CUST01016,67,39.23,1515.54,3,Month-to-month,Mailed check,No,No internet service,No internet service,Yes,0,Male,Yes,No,Yes,Yes,No internet service,No,No,No internet service,1
CUST01017,36,50.95,3596.85,2,Two year,Mailed check,No,Yes,No,Yes,0,Male,No,Yes,Yes,No,Yes,No internet service,No,No,0
CUST01018,53,117.49,4816.19,1,One year,Bank transfer,No,Yes,No,No,0,Male,No,No,Yes,No,Yes,Yes,Yes,No,0
CUST01019,13,61.11,2632.47,3,One year,Credit card,DSL,No,No,Yes,0,Male,Yes,No,No,No,No,No,No,No,0
CUST01020,54,64.47,6251.94,2,Month-to-month,Mailed check,No,No internet service,No internet service,No,0,Female,Yes,No,Yes,No,No,No internet service,No,Yes,0
CUST01021,47,77.65,6726.79,4,One year,Bank transfer,DSL,No,No,Yes,0,Male,Yes,No,Yes,No phone service,No,No,No,No internet service,0
CUST01022,6,118.33,2602.4,3,Month-to-month,Mailed check,DSL,No internet service,No,Yes,0,Male,Yes,No,Yes,No,No internet service,No internet service,Yes,Yes,0
CUST01023,6,44.16,6712.48,1,Month-to-month,Bank transfer,DSL,No,Yes,Yes,0,Female,Yes,No,No,Yes,No internet service,No internet service,Yes,No,0
CUST01024,32,88.13,846.54,1,Month-to-month,Electronic check,DSL,No,Yes,No,0,Female,Yes,No,Yes,No,Yes,No,No,Yes,1
CUST01025,22,91.6,6705.08,1,Two year,Bank transfer,Fiber optic,Yes,Yes,Yes,0,Female,Yes,Yes,No,No,No,No,No,Yes,0
CUST01026,18,80.73,1238.95,4,One year,Electronic check,Fiber optic,Yes,No internet service,No,0,Male,No,No,Yes,Yes,Yes,Yes,Yes,No,0
CUST01027,18,28.86,681.76,4,Month-to-month,Bank transfer,DSL,No,No,Yes,0,Female,Yes,Yes,Yes,Yes,No internet service,No,Yes,No,0
CUST01028,35,87.69,5141.37,1,One year,Credit card,Fiber optic,Yes,No internet service,Yes,0,Male,Yes,No,Yes,Yes,Yes,No,No,Yes,0
CUST01029,28,26.41,3786.06,1,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,Yes,0,Female,No,No,Yes,Yes,No internet service,No,No internet service,No,1
CUST01030,59,79.61,7264.97,1,Two year,Electronic check,Fiber optic,No internet service,No,No,0,Female,No,Yes,Yes,No,No,No,No internet service,Yes,1
CUST01031,1,93.96,2918.25,4,One year,Credit card,DSL,No internet service,No internet service,Yes,0,Female,Yes,Yes,Yes,Yes,No,No internet service,No,No internet service,1
CUST01032,0,41.1,2311.48,4,One year,Bank transfer,DSL,Yes,Yes,Yes,0,Male,No,Yes,Yes,No,No,No internet service,No,No,0
CUST01033,46,104.16,4015.86,2,Month-to-month,Bank transfer,DSL,No,No,Yes,0,Male,Yes,No,Yes,Yes,No,Yes,Yes,Yes,0
CUST01034,68,23.04,3658.45,3,Two year,Mailed check,DSL,Yes,No internet service,No,0,Male,Yes,No,Yes,No phone service,Yes,No,No,Yes,0
CUST01035,19,104.38,2768.54,4,Two year,Credit card,Fiber optic,Yes,No internet service,No,0,Male,No,No,Yes,No,No,No internet service,No,Yes,1
CUST01036,10,66.03,5556.06,1,One year,Electronic check,Fiber optic,No,No internet service,Yes,0,Male,Yes,Yes,Yes,Yes,No,No,No,Yes,0
CUST01037,1,41.76,6081.3,3,Month-to-month,Credit card,DSL,No,No internet service,No,0,Male,No,Yes,Yes,No,No internet service,No internet service,Yes,No,1
CUST01038,66,33.38,6826.81,4,One year,Electronic check,Fiber optic,Yes,No,No,1,Male,No,No,No,No,No,No,No,Yes,0
CUST01039,11,115.33,7783.4,3,One year,Mailed check,Fiber optic,No,Yes,Yes,1,Male,No,Yes,Yes,No,No,No,Yes,No,1
CUST01040,19,27.27,2147.92,2,Month-to-month,Mailed check,No,Yes,No,No,0,Male,No,Yes,Yes,No phone service,No internet service,Yes,No,Yes,0
CUST01041,4,39.91,5734.43,4,Month-to-month,Electronic check,DSL,No internet service,No internet service,No,1,Male,Yes,No,Yes,No,No internet service,Yes,No,No,1
CUST01042,36,54.78,3166.18,1,Month-to-month,Electronic check,No,No,No,No,0,Male,Yes,No,Yes,No,Yes,No internet service,No internet service,No,0
CUST01043,37,82.02,5423.11,1,One year,Electronic check,Fiber optic,No,Yes,No,0,Male,Yes,No,Yes,Yes,No,Yes,No,No,1
CUST01044,8,74.48,3818.33,2,Month-to-month,Mailed check,DSL,Yes,No,Yes,0,Female,Yes,Yes,Yes,No,Yes,No,Yes,No internet service,1
CUST01045,52,32.56,7950.31,2,Month-to-month,Credit card,No,No,No,No,0,Female,No,Yes,Yes,Yes,No,No,No internet service,No,0
CUST01046,43,48.97,5836.64,2,One year,Mailed check,Fiber optic,No,Yes,Yes,0,Female,No,No,Yes,No,No internet service,No,No,Yes,1
CUST01047,23,43.88,7620.88,2,Month-to-month,Bank transfer,Fiber optic,No internet service,No,Yes,0,Female,No,No,Yes,Yes,No internet service,No,No internet service,No internet service,1
CUST01048,29,41.35,6683.06,2,Month-to-month,Mailed check,Fiber optic,Yes,No,Yes,1,Male,No,No,Yes,Yes,No internet service,No internet service,Yes,Yes,1
CUST01049,58,61.11,7225.15,4,Month-to-month,Bank transfer,Fiber optic,No internet service,No,Yes,0,Female,Yes,No,Yes,No phone service,No,No internet service,No,No internet service,0
CUST01050,13,90.4,6519.07,4,Two year,Bank transfer,DSL,No,No,No,0,Female,No,Yes,Yes,Yes,Yes,No internet service,No,Yes,0
CUST01051,8,41.75,3684.09,3,One year,Mailed check,DSL,Yes,Yes,No,0,Male,No,Yes,Yes,Yes,Yes,No,Yes,No,0
CUST01052,39,56.67,2029.27,2,Month-to-month,Mailed check,No,No,No,Yes,0,Male,No,No,Yes,No,No,No,No internet service,No,0
CUST01053,65,59.09,2975.16,1,Two year,Mailed check,No,No,No,No,0,Female,No,No,Yes,No phone service,Yes,Yes,No,No internet service,0
CUST01054,24,117.65,181.49,1,Month-to-month,Credit card,DSL,No internet service,No,No,0,Female,No,No,Yes,No,Yes,Yes,Yes,No,1
CUST01055,21,115.47,4201.47,2,Two year,Mailed check,Fiber optic,No,Yes,Yes,1,Male,Yes,No,Yes,Yes,No,Yes,Yes,Yes,0
CUST01056,3,100.01,4050.36,2,Month-to-month,Electronic check,Fiber optic,No,No,Yes,1,Female,Yes,No,Yes,No,Yes,No,No,No,0
CUST01057,25,44.17,4211.5,2,Month-to-month,Mailed check,DSL,Yes,No,Yes,0,Male,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,0
CUST01058,57,26.8,7792.77,2,Month-to-month,Bank transfer,Fiber optic,Yes,No internet service,No,1,Female,No,No,Yes,No phone service,No internet service,No internet service,No,Yes,0
CUST01059,28,51.69,7293.4,2,Month-to-month,Credit card,Fiber optic,No,No,Yes,0,Male,No,No,Yes,No,Yes,No,No,Yes,0
CUST01060,36,46.68,1310.47,1,Month-to-month,Credit card,Fiber optic,No,No internet service,Yes,0,Male,No,Yes,Yes,No,No internet service,Yes,Yes,Yes,0
CUST01061,69,70.59,2963.68,3,One year,Bank transfer,No,No,No,No,0,Female,No,Yes,Yes,No,No internet service,Yes,Yes,No,0
CUST01062,17,97.77,3403.17,2,Two year,Credit card,DSL,Yes,No,Yes,0,Female,Yes,No,Yes,No,No,No,No,No internet service,1
CUST01063,41,105.83,2897.05,2,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,0,Female,Yes,No,Yes,No,No internet service,No internet service,No,No,1
CUST01064,40,104.49,6392.0,2,Month-to-month,Electronic check,Fiber optic,No,No,No,0,Male,No,No,Yes,Yes,Yes,No internet service,Yes,No,1
CUST01065,37,55.97,4201.82,4,Month-to-month,Electronic check,Fiber optic,No internet service,No,Yes,0,Female,No,No,Yes,Yes,No internet service,No,Yes,No,0
CUST01066,33,88.72,4585.36,1,Month-to-month,Credit card,DSL,No,No,Yes,0,Male,Yes,No,Yes,Yes,No internet service,Yes,No,No internet service,1
CUST01067,16,51.28,6827.05,1,One year,Mailed check,Fiber optic,No,No,Yes,0,Male,Yes,No,Yes,No,No internet service,No internet service,Yes,Yes,0
CUST01068,36,26.09,6451.31,3,Month-to-month,Credit card,No,No,Yes,Yes,0,Female,Yes,No,Yes,Yes,Yes,No,No internet service,No,0
CUST01069,24,90.16,1075.05,4,One year,Electronic check,DSL,Yes,Yes,No,0,Female,No,Yes,Yes,Yes,No internet service,No internet service,No,Yes,0
CUST01070,26,20.98,5717.04,4,Month-to-month,Credit card,Fiber optic,No,No internet service,Yes,0,Male,No,Yes,Yes,No phone service,No internet service,Yes,No,No,1
CUST01071,56,60.92,3494.78,4,Month-to-month,Mailed check,No,No,Yes,Yes,0,Female,No,No,Yes,Yes,No internet service,No,Yes,Yes,0
CUST01072,30,52.94,2371.3,3,Month-to-month,Mailed check,DSL,No internet service,Yes,No,0,Male,Yes,No,Yes,No phone service,Yes,No internet service,No internet service,Yes,0
CUST01073,5,89.34,419.15,3,Month-to-month,Electronic check,No,No,No internet service,Yes,0,Male,No,No,Yes,No phone service,Yes,Yes,No,Yes,1
CUST01074,39,96.62,3908.25,3,Month-to-month,Credit card,DSL,Yes,No,Yes,0,Female,No,No,Yes,No,No,No,No internet service,No internet service,0
CUST01075,11,50.41,2856.38,4,One year,Electronic check,DSL,No,Yes,No,0,Male,Yes,No,Yes,Yes,No,Yes,No,Yes,0
CUST01076,52,101.16,2027.07,1,Month-to-month,Bank transfer,DSL,No,Yes,Yes,0,Male,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0
CUST01077,70,49.39,5563.48,4,Month-to-month,Electronic check,DSL,Yes,Yes,No,0,Female,Yes,No,Yes,No phone service,No internet service,No,No internet service,No internet service,0
CUST01078,9,64.63,6160.49,3,One year,Electronic check,DSL,No internet service,No,Yes,0,Male,No,Yes,No,No phone service,No,No internet service,No,No,0
CUST01079,44,92.7,1973.42,4,Month-to-month,Electronic check,Fiber optic,No internet service,No,Yes,0,Male,No,No,Yes,No phone service,No,Yes,No,No,0
CUST01080,16,89.29,414.59,2,One year,Credit card,DSL,No,Yes,No,0,Male,Yes,Yes,Yes,No phone service,No,No internet service,Yes,No,1
CUST01081,25,118.74,6793.05,4,Month-to-month,Bank transfer,No,No,No internet service,No,0,Female,No,Yes,Yes,Yes,No,No,Yes,No,0
CUST01082,61,42.52,99.48,4,Month-to-month,Credit card,Fiber optic,No,Yes,Yes,1,Female,No,No,No,No,Yes,No,No,No internet service,1
CUST01083,45,86.23,7498.16,1,Two year,Mailed check,Fiber optic,No,Yes,Yes,0,Male,No,Yes,Yes,No,Yes,No,Yes,Yes,0
CUST01084,63,80.97,5028.41,1,One year,Bank transfer,Fiber optic,Yes,No internet service,No,0,Female,Yes,No,Yes,Yes,No,No,No,Yes,0
CUST01085,1,111.51,2588.34,1,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,0,Female,Yes,No,Yes,No,No,No internet service,Yes,Yes,1
CUST01086,53,35.64,1986.89,2,Month-to-month,Electronic check,Fiber optic,Yes,No internet service,Yes,1,Female,Yes,No,Yes,Yes,No,Yes,No internet service,No,1
CUST01087,64,95.18,91.87,1,Two year,Electronic check,DSL,No,No,Yes,0,Female,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0
CUST01088,50,76.83,1899.06,2,Month-to-month,Credit card,No,No,Yes,Yes,0,Male,No,Yes,Yes,Yes,Yes,Yes,No,No internet service,0
CUST01089,52,47.47,1119.07,3,Month-to-month,Mailed check,Fiber optic,No,No,Yes,0,Female,No,No,Yes,Yes,No,Yes,No internet service,Yes,1
CUST01090,35,67.44,4905.09,1,One year,Bank transfer,DSL,No,No,Yes,0,Female,Yes,Yes,Yes,No,No,No,Yes,Yes,0
CUST01091,25,53.38,1349.03,4,One year,Bank transfer,Fiber optic,No,No internet service,No,0,Male,Yes,No,Yes,No,No,Yes,No,Yes,0
CUST01092,28,77.93,4238.47,4,One year,Credit card,Fiber optic,No,No,Yes,0,Male,No,Yes,Yes,Yes,No,Yes,No,No internet service,0
CUST01093,20,108.9,4729.13,2,One year,Mailed check,DSL,No,No,Yes,0,Female,No,No,Yes,No,No,Yes,No,No,0
CUST01094,10,76.93,2398.37,1,One year,Bank transfer,No,No,Yes,Yes,0,Male,Yes,Yes,No,No,Yes,Yes,Yes,Yes,0
CUST01095,39,83.17,299.82,4,Two year,Credit card,Fiber optic,No,No,Yes,0,Female,No,No,Yes,Yes,Yes,No,Yes,No,0
CUST01096,10,71.87,317.29,3,One year,Mailed check,Fiber optic,No internet service,Yes,No,0,Male,Yes,No,Yes,Yes,No,No,Yes,Yes,1
CUST01097,35,25.12,230.25,1,Month-to-month,Mailed check,Fiber optic,No,Yes,Yes,0,Male,No,No,No,Yes,No,No,No,No,1
CUST01098,58,43.29,5918.21,3,Month-to-month,Bank transfer,No,Yes,No internet service,Yes,0,Female,Yes,No,No,No,Yes,No,Yes,Yes,0
CUST01099,38,69.2,2557.72,4,One year,Bank transfer,DSL,No internet service,Yes,Yes,1,Female,No,Yes,Yes,No,Yes,Yes,No,No internet service,1
CUST01100,53,51.02,6374.48,1,Two year,Mailed check,Fiber optic,No,Yes,No,0,Female,Yes,No,Yes,No,Yes,No internet service,No,Yes,0
CUST01101,54,38.18,3465.23,2,Month-to-month,Bank transfer,DSL,Yes,No,Yes,1,Male,Yes,No,No,Yes,No internet service,Yes,No,Yes,0
CUST01102,23,70.41,3634.92,4,Month-to-month,Credit card,Fiber optic,Yes,No internet service,Yes,0,Female,No,Yes,Yes,Yes,No,No,No,No,0
CUST01103,21,52.28,4112.8,3,Two year,Mailed check,DSL,No,Yes,No,0,Male,Yes,Yes,Yes,No phone service,No,Yes,No,Yes,0
CUST01104,68,45.81,5709.99,1,One year,Bank transfer,DSL,No,Yes,No,0,Male,No,Yes,No,Yes,No internet service,Yes,Yes,No,0
CUST01105,55,66.4,2202.55,3,Month-to-month,Bank transfer,No,No,Yes,No,0,Male,Yes,Yes,Yes,No,Yes,No,No internet service,No,0
CUST01106,32,33.33,990.27,3,One year,Credit card,Fiber optic,Yes,Yes,No,0,Female,Yes,No,Yes,Yes,No,Yes,No,Yes,0
CUST01107,35,112.77,4457.34,2,Two year,Bank transfer,DSL,No,No,No,0,Male,Yes,No,Yes,Yes,No,No,No internet service,No,0
CUST01108,19,106.77,2629.28,2,Two year,Bank transfer,Fiber optic,Yes,No,Yes,0,Female,Yes,Yes,Yes,No,No internet service,No,No,No internet service,0
CUST01109,61,90.76,3551.08,4,One year,Bank transfer,Fiber optic,Yes,No,Yes,0,Male,Yes,No,Yes,No,No internet service,No internet service,No,No internet service,1
CUST01110,25,30.62,5182.63,2,Month-to-month,Electronic check,DSL,No,No,Yes,0,Male,Yes,No,Yes,Yes,No,No,No,No internet service,1
CUST01111,65,97.59,3963.12,2,Two year,Credit card,DSL,No,No internet service,No,1,Male,No,Yes,Yes,Yes,No,Yes,Yes,No internet service,0
CUST01112,39,100.8,4969.82,4,Month-to-month,Credit card,No,No,No,No,1,Male,Yes,Yes,Yes,No,No internet service,No,Yes,No internet service,1
CUST01113,16,96.78,4362.72,4,Two year,Electronic check,Fiber optic,No internet service,No internet service,Yes,0,Male,No,Yes,Yes,Yes,No internet service,No,Yes,No,0
CUST01114,0,31.4,5923.58,4,Month-to-month,Credit card,Fiber optic,Yes,No,No,0,Female,No,No,Yes,No,No internet service,Yes,No internet service,No,1
CUST01115,60,84.39,5653.37,4,Month-to-month,Bank transfer,No,Yes,No,No,0,Male,No,No,No,No phone service,Yes,Yes,No internet service,No,0
CUST01116,42,103.43,4282.84,3,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,0,Female,No,No,Yes,No,No,No,No internet service,No,1
CUST01117,41,77.74,5437.65,3,Month-to-month,Bank transfer,DSL,No,No,Yes,0,Female,No,No,Yes,Yes,No,No,No internet service,No internet service,1
CUST01118,24,84.64,6991.01,4,One year,Credit card,DSL,No,No internet service,No,0,Female,No,No,Yes,No,Yes,Yes,No internet service,Yes,0
CUST01119,38,65.84,3469.52,4,Two year,Credit card,Fiber optic,No,Yes,Yes,0,Male,Yes,No,No,No,No,No internet service,No,Yes,0
CUST01120,34,72.87,3313.85,1,One year,Mailed check,No,No,No,Yes,0,Female,No,No,Yes,No phone service,Yes,Yes,Yes,No internet service,0
CUST01121,2,23.44,6118.68,1,Two year,Electronic check,DSL,No,No,No,0,Male,Yes,No,Yes,No,No,No,No,No,0
CUST01122,43,83.9,4668.78,1,Month-to-month,Credit card,DSL,No,No,Yes,0,Male,Yes,No,Yes,No,No internet service,No internet service,No,Yes,1
CUST01123,50,28.14,586.63,2,One year,Mailed check,No,No,No,No,0,Female,Yes,No,Yes,No,No,No internet service,No,Yes,0
CUST01124,11,63.5,7139.05,3,Two year,Electronic check,DSL,No,No,No,0,Male,Yes,No,Yes,Yes,No,No,No,No,0
CUST01125,18,49.27,265.65,3,One year,Electronic check,Fiber optic,Yes,Yes,Yes,0,Male,Yes,No,Yes,Yes,No,Yes,Yes,No,0
CUST01126,43,74.54,5992.2,1,Month-to-month,Bank transfer,DSL,No,No internet service,No,0,Male,No,No,Yes,No,No,No internet service,Yes,No,0
CUST01127,58,33.34,6075.18,1,One year,Bank transfer,Fiber optic,No,No,Yes,1,Male,Yes,No,Yes,No,No,Yes,No,No,0
CUST01128,48,89.16,7625.83,3,One year,Mailed check,Fiber optic,Yes,No,No,0,Male,Yes,No,Yes,No,No,No internet service,Yes,Yes,0
CUST01129,60,99.5,451.99,2,Month-to-month,Mailed check,DSL,No,Yes,Yes,0,Female,No,No,No,No,No internet service,No,No,No,0
CUST01130,16,36.34,4782.92,1,Two year,Bank transfer,Fiber optic,No internet service,Yes,Yes,0,Female,No,Yes,No,Yes,Yes,No internet service,No,No internet service,0
CUST01131,56,30.43,3434.17,4,Two year,Bank transfer,Fiber optic,Yes,No,No,0,Male,Yes,No,No,Yes,No,No,No,No,0
CUST01132,54,34.55,2658.45,1,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,0,Male,No,No,Yes,Yes,Yes,No internet service,Yes,Yes,0
CUST01133,46,107.71,740.74,3,One year,Electronic check,Fiber optic,No,No,Yes,0,Female,No,No,Yes,No,No,No,No,No,0
CUST01134,11,72.82,4509.98,3,One year,Credit card,Fiber optic,No,Yes,Yes,1,Female,Yes,No,Yes,Yes,No internet service,Yes,No internet service,Yes,0
CUST01135,61,66.73,3842.74,1,One year,Bank transfer,Fiber optic,Yes,Yes,No,0,Female,Yes,No,Yes,Yes,Yes,No,No internet service,No,0
CUST01136,7,30.67,854.34,1,Month-to-month,Electronic check,Fiber optic,No internet service,Yes,Yes,0,Male,Yes,No,Yes,Yes,No,No,No internet service,Yes,1
CUST01137,20,84.96,4907.67,4,Two year,Mailed check,Fiber optic,No,Yes,No,0,Female,Yes,No,Yes,No,No internet service,No,No internet service,No,0
CUST01138,69,106.8,5908.87,4,Month-to-month,Electronic check,Fiber optic,No internet service,Yes,No,0,Female,No,Yes,Yes,No,No,No internet service,No,No,1
CUST01139,71,102.82,6142.88,2,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,0,Female,No,No,No,Yes,No,No,No,No,1
CUST01140,24,82.61,7244.88,2,Two year,Electronic check,DSL,No internet service,No,No,1,Male,Yes,Yes,Yes,No,Yes,No,No,No internet service,0
CUST01141,11,27.53,3287.58,4,One year,Bank transfer,DSL,No,No,No,0,Female,Yes,No,Yes,No,Yes,Yes,Yes,No,1
CUST01142,14,31.24,7625.52,2,Two year,Electronic check,DSL,Yes,No internet service,Yes,0,Male,Yes,No,Yes,No,No,No internet service,No,Yes,0
CUST01143,58,24.93,6926.13,2,Month-to-month,Credit card,No,No internet service,No,No,1,Male,Yes,No,Yes,Yes,No internet service,Yes,Yes,No,0
CUST01144,25,45.75,2386.08,1,Month-to-month,Credit card,Fiber optic,Yes,No internet service,No,0,Male,Yes,No,Yes,No,No,Yes,Yes,No internet service,0
CUST01145,25,33.57,1291.08,4,Two year,Mailed check,Fiber optic,No internet service,Yes,No,0,Male,Yes,No,Yes,Yes,No internet service,No,No,No internet service,0
CUST01146,46,46.0,3494.41,1,Month-to-month,Mailed check,DSL,No,No,Yes,0,Male,No,Yes,Yes,No,No,No internet service,Yes,No,0
CUST01147,31,58.51,3227.15,1,Two year,Bank transfer,DSL,No internet service,No,No,0,Female,Yes,No,Yes,No,No internet service,No,No,Yes,0
CUST01148,9,114.3,4614.24,2,Two year,Bank transfer,No,No,No,Yes,0,Male,No,No,No,No,No internet service,No,No internet service,No,0
CUST01149,15,81.04,4675.42,1,One year,Bank transfer,No,No,No,Yes,0,Male,Yes,No,Yes,Yes,Yes,No,Yes,No,1
